BAIdentifier,BALegalName,BAAddress,BAPhoneNumber,BACorporateStatus,BACorporateStatusEffectiveDate,AmalgamatedIntoBAID,AmalgamatedIntoBALegalName,BAAmalgamationEstablishedDate,BALicenceEligibilityType,BALicenceEligibiltyDesc,BAAbbreviatedName
0141,CELANESE CANADA ULC,50 MARIE-VICTORIN BLVD SUITE 100    BOUCHERVILLE QC CA J4B 1V5,450-655-0396 Ext 3215,ACTIVE,1994-01-01,,,,02,General Eligibility,CELANESE CAN
0142,MCCOLL-FRONTENAC PETROLEUM ULC,237 4 AVE SW PO BOX 2480 STN M   CALGARY AB CA T2P 3M9,999-999-9999,AMALGAMATED,2017-01-01,0007,IMPERIAL OIL RESOURCES LIMITED,2017-04-30,01,Not Eligible,MCCOLL-FRONTEN
0143,ANADARKO CANADA CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0031,ANADARKO CANADA CORPORATION,2002-10-31,01,Not Eligible,
0144,ATCO GAS AND PIPELINES LTD. (SOUTH),10035 105 ST    EDMONTON AB CA T5J 2V6,780-420-7335,ACTIVE,1984-12-01,,,,02,General Eligibility,ATCO GAS AND
0145,GOODYEAR GAS WELL NO 5 130 LIMITED,PO BOX 250    MEDICINE HAT AB CA T1A 7E9,999-999-9999,DISSOLUTION/DISSOLVED,1999-12-15,,,,01,Not Eligible,GOODYEAR GAS
0146,ALBERTA CLAY PRODUCTS LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1964-03-14,,,,03,Limited Eligibility,ALTA CLAY
0147,THE CANADIAN WESTERN POWER AND FUEL COMPANY LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,03,Limited Eligibility,THE CWP&F CO
0148,CB PAK INC,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,1990-02-08,,,,03,Limited Eligibility,
0149,MAPLE LEAF MILLING CO LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,03,Limited Eligibility,MAPLE LF MILLG
0150,"MEDICINE HAT, CITY OF",580 1 St SE    Medicine Hat AB CA T1A 8E6,403-529-8248,NON REGISTERED,1984-12-01,,,,02,General Eligibility,CITY OF MEDH
0151,MONARCH CABLESYSTEMS LTD,1001 Kingsway Ave SE    Medicine Hat AB CA T1A 2X7,999-999-9999,AMALGAMATED,2005-12-01,A1RW,ELECTRIC LIGHTWAVE COMMUNICATIONS INC.,2005-12-31,01,Not Eligible,MONARCH CABLE
0152,OGILVIE MILLS LTD,BOX 160    MEDICINE HAT AB CA T1A 7E8,999-999-9999,STRUCK,1993-03-01,,,,01,Not Eligible,OGILVIE FLOUR
0153,PERRY BRICK & TILE CO LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0722,PERRY BRICK & TILE CO LTD,2002-10-31,01,Not Eligible,
0154,I.XL INDUSTRIES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0649,I.XL INDUSTRIES LTD.,2002-10-31,01,Not Eligible,
0155,CANADIAN-MONTANA GAS COMPANY LIMITED,311 6 AVE SW SUITE 1300    CALGARY AB CA T2P 3H2,999-999-9999,AMALGAMATED,2000-01-01,0AH9,7246366 CANADA LTD.,2002-10-31,01,Not Eligible,
0156,FEDERATED PIPE LINES LTD.,4000-585 8 Ave SW    Calgary AB CA T2P 1G1,999-999-9999,AMALGAMATED,2007-03-01,0205,PEMBINA PIPELINE CORPORATION,2007-06-30,01,Not Eligible,FEDERATED PPL
0157,FEDERAL OILS SYNDICATE,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,03,Limited Eligibility,
0158,TALISMAN ENERGY INC.,300-600 3 Ave SW    Calgary AB CA T2P 0G5,999-999-9999,AMALGAMATED,1998-01-01,0039,REPSOL OIL & GAS CANADA INC.,2002-10-31,01,Not Eligible,
0159,BUCKLEY PATRICK T ,734 7 AVE SW    CALGARY AB CA T2P 2M7,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"BUCKLEY,P.T."
015B,MILLAR WESTERN FOREST PRODUCTS INC.,16640 111 Ave NW    Edmonton AB CA T5M 2S5,780-486-8200,AMALGAMATED,2023-11-10,A97W,MILLAR WESTERN FOREST PRODUCTS LTD.,2024-02-29,01,Not Eligible,MILLAR WEST
0160,TILLEY GAS COMPANY LTD,PO BOX 910    BROOKS AB CA T0J 0J0,999-999-9999,STRUCK,2002-06-02,,,,01,Not Eligible,TILLEY GAS CO
0161,AMERICAN NORTHLAND OIL COMPANY,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1971-11-30,,,,03,Limited Eligibility,
0162,KODIAK PETROLEUMS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0163,KODIAK PETROLEUMS LTD,2002-10-31,01,Not Eligible,
0163,KODIAK PETROLEUMS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1986-01-23,,,,03,Limited Eligibility,
0164,RIMBEY PIPE LINE CO LTD.,1660 102 AVE    EDMONTON AB CA T6P 1V7,999-999-9999,AMALGAMATED,2007-05-01,A2MD,KEYERA RPL HOLDINGS LTD.,2007-05-31,01,Not Eligible,RIMBEY PPL
0165,MIC MAC OILS (1963) LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1975-04-30,,,,01,Not Eligible,
0166,TRANSALTA MINERALS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1981-03-14,,,,03,Limited Eligibility,TRANSALTA MNRL
0167,SHAW RUSSELL L. ESTATE OF ,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,03,Limited Eligibility,
0168,POOL PETROLEUMS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1978-01-31,,,,03,Limited Eligibility,
0169,PROFESSIONAL OIL HOLDINGS LTD,304 8 AVE SW SUITE 401    CALGARY AB CA T2P 1C2,999-999-9999,STRUCK,1973-04-30,,,,01,Not Eligible,PROFESSIONAL O
0170,ROSS & NYGREN,PO BOX 712    LLOYDMINSTER SK CA S9V 0X9,999-999-9999,ACTIVE,2002-10-01,,,,03,Limited Eligibility,ROSS & NYGREN
0171,BARONS OIL LIMITED,AEC WEST BUSINESS UNIT LAND DEPARTMENT 707 8 AVE SW SUITE 3700   CALGARY AB CA T2P 1H5,999-999-9999,STRUCK,1994-12-31,,,,03,Limited Eligibility,BARONS OIL
0172,LLOYDMINSTER WELL OPERATING CO,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,LLOYD OPER
0173,BP CANADA ENERGY RESOURCES COMPANY,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0LF3,BP CANADA ENERGY RESOURCES COMPANY,2002-10-31,01,Not Eligible,
0174,MORGRO OIL OPERATORS LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1963-01-15,,,,03,Limited Eligibility,
0175,FIRST CALGARY PETROLEUMS LTD.,530 8 AVE SW SUITE 1800    CALGARY AB CA T2P 3S8,403-264-6697,AMALGAMATED,2010-01-01,A5FG,ENI CANADA HOLDING LTD.,2010-04-30,01,Not Eligible,FIRST CALGARY
0176,WEYERHAEUSER CANADA LTD,11553 154 St NW    Edmonton AB CA T5M 3N7,999-999-9999,AMALGAMATED,2002-10-01,A0NX,WEYERHAEUSER COMPANY LIMITED,2004-02-29,01,Not Eligible,WEYERHAEUSER
0177,NUMAC ENEGY INC,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,1994-01-01,0307,NUMAC ENERGY INC.,2002-10-31,01,Not Eligible,
0178,TACOMA PETROELUMS LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0K22,TACOMA PETROLEUMS LIMITED,2002-10-31,01,Not Eligible,
0179,SPUR PIPELINES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1969-02-15,,,,01,Not Eligible,
0180,BONNYVILLE GAS COMPANY LIMITED,5509 45 St    Leduc AB CA T9E 6T6,999-999-9999,AMALGAMATED,2001-05-01,0190,APEX UTILITIES INC.,2002-10-31,01,Not Eligible,
0181,ARIES OIL COMPANY LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,ARIES OIL CO
0182,NORTHERN UTILITIES (SASK.) LTD.,3830 7 St SW    Calgary AB CA T2T 2Y3,999-999-9999,ACTIVE,1994-04-01,,,,02,General Eligibility,NORTHERN UTIL
0183,STRATHCONA PIPELINES,603 7 AVE SW SUITE 405    CALGARY AB CA T2P 2T5,999-999-9999,NON REGISTERED,2002-10-01,,,,03,Limited Eligibility,STRATHCONA PPL
0184,ICI CANADA INC.,PO Box 250    Carseland AB CA T0J 0M0,999-999-9999,STRUCK,2011-09-02,,,,01,Not Eligible,ICI CANADA INC
0185,SUNLITE OIL COMPANY LIMITED,6423 BURBANK RD SE PO BOX 420   CALGARY AB CA T2H 2E1,999-999-9999,AMALGAMATED,1995-04-01,0TE2,CENTURION ENERGY INTERNATIONAL INC.,2002-10-31,01,Not Eligible,CENTURION ENER
0186,WESTERN CHEMICALS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1978-01-31,,,,03,Limited Eligibility,
0187,ELK POINT GAS LTD,4807 50 AVE PO BOX 759   ELK POINT AB CA T0A 1A0,999-999-9999,DISSOLUTION/DISSOLVED,2002-04-09,,,,03,Limited Eligibility,ELK POINT GAS
0189,"THE CANADIAN SALT COMPANY LIMITED/LA SOCIETE CANADIENNE DE SEL, LIMITEE",PO BAG 1    ELK POINT AB CA T0A 1A0,780-724-3745 Ext 134,AMALGAMATED,2014-01-01,A6TK,K+S CANADIAN POTASH HOLDING LTD.,2014-08-31,01,Not Eligible,CANADIAN SALT
018B,EDWARD HOLDINGS LTD,801 6 AVE SW FLOOR 6    CALGARY AB CA T2P 3W2,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,EDWARD HOLDING
0190,APEX UTILITIES INC.,5509 45 St    Leduc AB CA T9E 6T6,780-986-5215,ACTIVE,1984-12-01,,,,02,General Eligibility,ALTAGAS UTILIT
0191,VERMILION CONSOLIDATED OILS LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1984-10-31,,,,03,Limited Eligibility,
0192,INLAND GAS AND OIL COMPANY LIMITED,2000 AQUITAINE TOWER 540 5 AVE SW   CALGARY AB CA T2P 0M2,999-999-9999,STRUCK,1985-02-27,,,,03,Limited Eligibility,INLAND GAS&OIL
0193,ANADARKO CANADA CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0031,ANADARKO CANADA CORPORATION,2002-10-31,01,Not Eligible,
0194,FRONTIER OIL & GAS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1981-09-30,,,,03,Limited Eligibility,
0195,GIBSON ENERGY INC.,1700-440 2 Ave SW    Calgary AB CA T2P 5E9,403-206-4000,ACTIVE,1994-01-01,,,,02,General Eligibility,GIBSON ENERGY
0196,BAYTEX ENERGY LTD.,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,1997-10-01,0RL9,BAYTEX ENERGY LTD.,2002-10-31,01,Not Eligible,BAYTEX ENERGY
0197,BLUEWATER OIL & GAS LIMITED,425 1 ST SW SUITE 3000 PO BOX 1120 STN M   CALGARY AB CA T2P 2K9,999-999-9999,STRUCK,1997-04-17,,,,01,Not Eligible,BLUEWATER OIL
0198,SPARKY DEVELOPMENT LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1966-11-30,,,,01,Not Eligible,
0199,GREAT BASINS PETROLEUM LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,LIQUIDATION,1994-01-01,,,,01,Not Eligible,
019B,EMCO LIMITED,801 6 AVE SW FLOOR 6    CALGARY AB CA T2P 3W2,999-999-9999,AMALGAMATED,2003-07-22,A0C9,EMCO CORPORATION,2003-07-31,01,Not Eligible,EMCO LIMITED
0200,BEAVER UTILITIES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,
0201,RANCHMEN'S RESOURCES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0R63,RANCHMEN'S RESOURCES LTD.,2002-10-31,01,Not Eligible,
0202,GALE R ,    DUNMORE AB CA T0J 1A0,999-999-9999,NON REGISTERED,2002-10-01,,,,03,Limited Eligibility,"GALE, R"
0203,NORTHERN DEVELOPMENT COMPANY LIMITED,603 7 AVE SW SUITE 1200    CALGARY AB CA T2P 2T5,999-999-9999,ACTIVE,2013-03-02,,,,03,Limited Eligibility,NORTHERN DEV
0205,PEMBINA PIPELINE CORPORATION,4000-585 8 Ave SW    Calgary AB CA T2P 1G1,403-231-7500,ACTIVE,2002-10-01,,,,02,General Eligibility,PEMBINA PIPELI
0206,SEVENTY SEVEN OIL CO,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,
0207,NEW YORK OILS LIMITED,2000-400 3 Ave SW    Calgary AB CA T2P 4H2,999-999-9999,AMALGAMATED,1997-06-01,0TM2,CANNAT RESOURCES INC.,2002-10-31,01,Not Eligible,
0208,BIG RED OIL SERVICES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1978-02-28,,,,03,Limited Eligibility,BIG RED OIL
0209,GARVEY EXPLORATION LTD,603 7 AVE SW SUITE 300    CALGARY AB CA T2P 2T5,999-999-9999,STRUCK,2002-04-02,,,,03,Limited Eligibility,GARVEY EXPLORA
0210,EXXONMOBIL RESOURCES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0025,EXXONMOBIL RESOURCES LTD.,2002-10-31,01,Not Eligible,EXXONMOBIL RES
0211,PINDER DONALD ,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,
0212,NABORS DRILLING LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0X84,NABORS DRILLING LIMITED,2002-10-31,01,Not Eligible,
0213,WESTBURNE PETROLEUM & MINERALS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0K27,WESTBURNE PETROLEUM & MINERALS LTD,2002-10-31,01,Not Eligible,
0214,NITH RIVER PETROLEUMS LIMITED,126 MAIN ST CAMBRIDGE    GALT ON CA N1R 5W1,999-999-9999,STRUCK,2002-10-01,,,,01,Not Eligible,NITH RIVER
0215,NCE PETROFUND CORP,900-355 4 Ave SW    Calgary AB CA T2P 0J1,999-999-9999,AMALGAMATED,1998-01-01,0CW9,MAGIN ENERGY INC.,2002-10-31,01,Not Eligible,
0217,"SMOKY LAKE, TOWN OF",PO Box 460    Smoky Lake AB CA T0A 3C0,780-656-3674,NON REGISTERED,1984-12-01,,,,03,Limited Eligibility,TOWN SMOKY LK
0218,ROYAL AMERICAN PETROLEUMS LTD.,520 3 AVE SW SUITE 4000 PO BOX 2721 STN M   CALGARY AB CA T2P 3Y3,999-999-9999,STRUCK,2002-10-01,,,,03,Limited Eligibility,ROYAL AMERICAN
0219,"KOCH EXPLORATION CANADA, LTD",9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0368,"KOCH EXPLORATION CANADA, LTD.",2002-10-31,01,Not Eligible,
0220,PROVO GAS PRODUCERS LIMITED,9945 108 ST FLOOR 3    EDMO AB CA T5K 2G6,999-999-9999,AMALGAMATED,1989-01-01,0005,BP CANADA ENERGY RESOURCES COMPANY,2002-10-31,01,Not Eligible,
0221,TOUCHE ROSS & CO,3500-700 2 St SW    Calgary AB CA T2P 2W2,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,TOUCHE ROSS
0222,ANADARKO CANADA CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,403-231-0111,AMALGAMATED,1996-11-01,0031,ANADARKO CANADA CORPORATION,2002-10-31,01,Not Eligible,
0223,CALPINE CANADA NATURAL GAS COMPANY,C/O ERNEST & YOUNG 440 2 AVE SW SUITE 1000   CALGARY AB CA T2P 5E9,403-750-3300,AMALGAMATED,2004-02-03,0LR8,CALPINE CANADA RESOURCES COMPANY,2004-05-31,01,Not Eligible,CALPINE CANADA
0224,FROMAN OILS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1975-03-15,,,,01,Not Eligible,FROMAN OILS
0225,REDWATER WATER DISPOSAL COMPANY LIMITED,9333 41 Ave NW    Edmonton AB CA T6E 6R5,780-469-1356,ACTIVE,1994-01-01,,,,02,General Eligibility,RWTR WTR DISP
0226,NEXEN ENERGY ULC,801 7 AVE SW PO BOX 2727 ST M   CALGARY AB CA T2P 5C1,403-699-4000,AMALGAMATED,2013-07-12,A6LC,CNOOC PETROLEUM NORTH AMERICA ULC,2013-10-31,01,Not Eligible,NEXEN INC.
0227,ENRON CORP,1300-717 7 Ave SW    Calgary AB CA T2P 0Z3,999-999-9999,STRUCK,1988-10-01,,,,03,Limited Eligibility,ENRON CORP.
0228,"CASTOR, TOWN OF",PO Box 479    Castor AB CA T0C 0X0,999-999-9999,NON REGISTERED,2002-10-01,,,,03,Limited Eligibility,CASTOR
0229,BEAVER ENGINEERING LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,BEAVER ENG
0230,DUPLEX HOLDINGS LTD,6108 AVE SW SUITE 905    CALGARY AB CA T2P 1G5,999-999-9999,STRUCK,1986-05-17,,,,01,Not Eligible,DUPLEX HLDGS
0231,CANNAT RESOURCES INC,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0TM2,CANNAT RESOURCES INC.,2002-10-31,01,Not Eligible,
0232,PENWA OILS LTD,P O BOX 1387    CALGARY AB CA T2P 2L6,999-999-9999,STRUCK,1977-05-14,,,,03,Limited Eligibility,PENWA OILS
0233,PERU EXPLORATION CORPORATION,BOX 716    NORTH HOLLYWOOD CA US 91601,999-999-9999,STRUCK,1969-07-15,,,,03,Limited Eligibility,PERU EXPLOR
0234,"ALEX W. MCCOY ASSOCIATES, INC",9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,03,Limited Eligibility,A.W.MCCOY ASSO
0235,ANADARKO CANADA CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0031,ANADARKO CANADA CORPORATION,2002-10-31,01,Not Eligible,
0236,ANADARKO CANADA CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,403-231-0111,AMALGAMATED,1998-05-01,0031,ANADARKO CANADA CORPORATION,2002-10-31,01,Not Eligible,
0237,CANTERRA ENERGY LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0L73,CANTERRA ENERGY LTD.,2002-10-31,01,Not Eligible,
0238,SHARE MINES & OILS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,CONTINUED OUT,1979-11-20,,,,03,Limited Eligibility,SHARE MNES&OL
0239,WESTERN & TEXAS OIL CO LIMITED (NO PERSONAL LIABILITY),9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1988-01-30,,,,03,Limited Eligibility,
0240,APCO OIL LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1980-03-31,,,,01,Not Eligible,
0241,ZORAYDA OIL CO LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0299,ZORAYDA OIL CO. LTD.,2002-10-31,01,Not Eligible,
0242,WEKALTA OIL OPERATORS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1969-12-31,,,,01,Not Eligible,
0243,TALISMAN ENERGY INC.,9945 108 ST    EDMONTON AB CA T5K 2G6,403-237-1739,AMALGAMATED,1995-10-01,0039,REPSOL OIL & GAS CANADA INC.,2002-10-31,01,Not Eligible,
0244,P A T OPERATORS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1978-11-30,,,,03,Limited Eligibility,P A T OPER
0245,JAMES A LEWIS ENGINEERING LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1962-02-28,,,,01,Not Eligible,LEWIS ENGR
0246,PETRO-CANADA,150 6 AVE SW FLOOR 20 PO BOX 2844   CALGARY AB CA T2P 3E3,403-296-8000,AMALGAMATED,2009-08-07,0054,SUNCOR ENERGY INC.,2009-11-30,01,Not Eligible,PETRO-CANADA
0247,SUNRAY DX NORTHERN OIL CO LTD,805 8 Ave SW    Calgary AB CA T2P 1H7,999-999-9999,STRUCK,1978-06-15,,,,01,Not Eligible,SUNRAY DX NRTH
0248,WARDLO OPERATORS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1978-03-15,,,,01,Not Eligible,
0250,BP CANADA ENERGY RESOURCES COMPANY,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0LF3,BP CANADA ENERGY RESOURCES COMPANY,2002-10-31,01,Not Eligible,
0251,BRYCE RENTALS LTD.,9404 58 AVE    EDMONTON AB CA T6E 0B6,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,BRYCE RENTALS
0252,BARG JOHN ,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,03,Limited Eligibility,
0253,ORBUS PHARMA INC.,20 KONRAD CRES    MARKHAM ON CA L3R 8T4,905-943-9444,ACTIVE,2010-08-18,,,,03,Limited Eligibility,BOVAR INC.
0254,FOREST OIL CORPORATION,1000-500 4 Ave SW    Calgary AB CA T2P 2V6,999-999-9999,STRUCK,2002-11-02,,,,03,Limited Eligibility,FOREST OIL
0255,CANADIAN RESERVE OIL AND GAS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0071,CANADIAN RESERVE OIL AND GAS LTD.,2002-10-31,01,Not Eligible,
0256,BP CANADA ENERGY COMPANY,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0060,BP CANADA ENERGY COMPANY ULC,2002-10-31,01,Not Eligible,
0257,SUNAC PETROLEUM CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0A06,SUNAC PETROLEUM CORPORATION,2002-10-31,01,Not Eligible,
0258,ROZSA OILS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1974-07-15,,,,03,Limited Eligibility,ROZSA OILS LTD
0259,CANADIAN QUANTUM ENERGY CORPORATION,500-1414 8 St SW    Calgary AB CA T2R 1J6,403-532-8543,STRUCK,2018-08-21,,,,03,Limited Eligibility,
0260,ALBERTA UNDERGROUND STORAGE LIMITED,PO Box 40    Hughenden AB CA T0B 2E0,999-999-9999,STRUCK,1986-09-30,,,,03,Limited Eligibility,ALTA UNDERGRD
0261,HALES OIL & GAS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1983-11-01,,,,03,Limited Eligibility,
0264,BLAIN WELL OPERATORS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1972-07-31,,,,01,Not Eligible,BLAIN WELL OPR
0265,KAMIK OIL VENTURES (1983) LTD.,2397 Haywood Ave    West Vancouver BC CA V7V 1X9,604-925-2251,ACTIVE,2002-10-01,,,,03,Limited Eligibility,KAMIK OIL VENT
0266,ANADARKO CANADA CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0031,ANADARKO CANADA CORPORATION,2002-10-31,01,Not Eligible,
0267,TUXTLA GAS ENGINEERING LTD.,1020-2424 4 St SW    Calgary AB CA T2S 2T4,999-999-9999,ACTIVE,2008-01-02,,,,01,Not Eligible,TUXTLA GAS ENG
0268,B-H PETROLEUMS (ALBERTA) LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1971-12-31,,,,03,Limited Eligibility,
0269,LONE PINE RESOURCES LTD,1928 BAY SHORE ROAD SW    CALGARY AB CA T2V 3M1,999-999-9999,AMALGAMATED,2003-11-01,A0EY,LYMAC INVESTMENTS INC.,2003-11-30,01,Not Eligible,LONE PINE RESO
0270,SOHIO PETROLEUM COMPANY,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1966-12-31,,,,03,Limited Eligibility,
0271,BOLIDEN WESTMIN LIMITED,425 1 ST SW PO BOX 2595 STN M   CALGARY AB CA T2P 4V4,999-999-9999,STRUCK,1999-03-13,,,,01,Not Eligible,
0272,EPS FLUSH-BY,PO Box 3283    Wainwright AB CA T9W 1A0,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,EPS FLUSH-BY
0273,CAMERINA PETROLEUM CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1968-01-31,,,,03,Limited Eligibility,CAMERINA PETRO
0274,MAYNARD ENERGY INC,PO BOX 4365 STN C    CALGARY AB CA T2T 5N2,999-999-9999,STRUCK,1990-05-01,,,,03,Limited Eligibility,
0276,HETHERINGTON RANCHES LTD.,1001-300 Meredith Rd NE    Calgary AB CA T2E 7A8,999-999-9999,STRUCK,1997-10-01,,,,03,Limited Eligibility,HETHERINGTON
0277,PROPANE ENGINEERING SERVICES LTD,2301 CENTRE ST N    CALGARY AB CA T2E 2T6,999-999-9999,STRUCK,1959-06-16,,,,01,Not Eligible,PROPANE ENG
0278,BLUE FLAME GAS DISTRIBUTORS,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,
0279,CLINKER INVESTMENTS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1969-01-31,,,,01,Not Eligible,CLINKER INVEST
027B,PAFFORD MARY ,801 6 AVE SW FLOOR 6    CALGARY AB CA T2P 3W2,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"PAFFORD, MARY"
0280,ALBERTA PROPANE LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1999-03-13,,,,01,Not Eligible,ALTA PROPANE
0281,ZIGLORS PROPANE SALES & SERVICE,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,
0282,BLACK DIAMOND PROPANE CO LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1967-03-15,,,,01,Not Eligible,
